gene	subtype	type
gi|446339665|ref|WP_000417520.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|446339666|ref|WP_000417521.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|489030921|ref|WP_002941309.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|492342289|ref|WP_005816151.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|495112610|ref|WP_007837430.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|495940511|ref|WP_008665090.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|496263491|ref|WP_008976876.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|496540795|ref|WP_009246943.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|496592990|ref|WP_009288847.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|496675169|ref|WP_009317659.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|501051234|ref|WP_012102863.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|504079558|ref|WP_014313552.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|504870756|ref|WP_015057858.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|516364340|ref|WP_017754373.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|517493838|ref|WP_018664415.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|565834556|ref|WP_023918145.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|568065261|ref|WP_024052921.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|571061400|ref|WP_024127829.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|636935835|ref|WP_024399345.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|637008561|ref|WP_024410015.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|640235983|ref|WP_024832225.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|653615298|ref|WP_027625762.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|653620347|ref|WP_027630679.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|671605167|ref|WP_031577801.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|694120321|ref|WP_032461793.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|727676799|ref|WP_033826817.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|738868804|ref|WP_036757394.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|746176741|ref|WP_039236476.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|748788175|ref|WP_040036560.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|755004067|ref|WP_042357457.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|814942660|ref|WP_046391446.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|835190730|ref|WP_047387591.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|881045598|ref|WP_048764447.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|896593055|ref|WP_049478272.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|896624353|ref|WP_049505786.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912665164|ref|WP_050223954.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912688367|ref|WP_050233077.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912699953|ref|WP_050238583.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912738369|ref|WP_050254448.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912742537|ref|WP_050255874.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912776065|ref|WP_050268395.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|912934566|ref|WP_050313579.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|916304109|ref|WP_051039155.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|935200369|ref|WP_054367041.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|935245072|ref|WP_054373854.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|950813600|ref|WP_057519149.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gi|983204316|ref|WP_060470352.1|	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
YP_001396002	macrolide-lincosamide-streptogramin__mel	macrolide-lincosamide-streptogramin
gb|CAA36304.1|ARO:3000251|msrA	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
AAZ32816	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
ABA02367	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
BAD86537	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|127359|sp|P23212.1|MSRA_STAEP	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|486216135|ref|WP_001556865.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|486352750|ref|WP_001590778.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|580336413|gb|EVD62957.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|581672381|gb|EVQ77821.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|582362524|gb|EVW57639.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|587321226|gb|EWW03298.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686196490|ref|WP_031807261.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686300118|ref|WP_031865761.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686335175|ref|WP_031881860.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686337405|ref|WP_031882938.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686379454|ref|WP_031899389.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686386599|ref|WP_031903183.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686436876|ref|WP_031922735.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|686444151|ref|WP_031925491.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|727749040|ref|WP_033861720.1|	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
YP_001569068	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
YP_254220	macrolide-lincosamide-streptogramin__msr(A)	macrolide-lincosamide-streptogramin
gi|488243106|ref|WP_002314314.1|	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
AY004350.gene.p01	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
gi|488216250|ref|WP_002287458.1|	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
gi|488231473|ref|WP_002302681.1|	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
gi|488247627|ref|WP_002318835.1|	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
gi|488321355|ref|WP_002390740.1|	macrolide-lincosamide-streptogramin__msr(C)	macrolide-lincosamide-streptogramin
QHW12308.1	macrolide-lincosamide-streptogramin__msr(F)	macrolide-lincosamide-streptogramin
DAC81085.1	macrolide-lincosamide-streptogramin__msr(H)	macrolide-lincosamide-streptogramin
gb|AKA86814|ARO:3003746|optrA	macrolide-lincosamide-streptogramin__optrA	macrolide-lincosamide-streptogramin
gb|AVI44920.1|ARO:3004470|poxtA	macrolide-lincosamide-streptogramin__poxtA	macrolide-lincosamide-streptogramin
gb|AGN74946|ARO:3003749|salA	macrolide-lincosamide-streptogramin__sal(A)	macrolide-lincosamide-streptogramin
AAF24091	macrolide-lincosamide-streptogramin__vga(A)	macrolide-lincosamide-streptogramin
AAG08983	macrolide-lincosamide-streptogramin__vga(A)	macrolide-lincosamide-streptogramin
KC539823.1.gene1.p01	macrolide-lincosamide-streptogramin__vga(A)	macrolide-lincosamide-streptogramin
YP_002332257	macrolide-lincosamide-streptogramin__vga(A)	macrolide-lincosamide-streptogramin
U82085.gene.p01	macrolide-lincosamide-streptogramin__vga(B)	macrolide-lincosamide-streptogramin
gb|CBL58195.1|ARO:3002831|vgaC	macrolide-lincosamide-streptogramin__vga(C)	macrolide-lincosamide-streptogramin
GQ205627.2.gene1.p01	macrolide-lincosamide-streptogramin__vga(D)	macrolide-lincosamide-streptogramin
FR772051.1.gene9.p01	macrolide-lincosamide-streptogramin__vga(E)	macrolide-lincosamide-streptogramin
gb|AHB37625.1|ARO:3004715|vga(E)	macrolide-lincosamide-streptogramin__vga(E) Staphylococcus cohnii	macrolide-lincosamide-streptogramin
DQ823382.1.gene1.p01	macrolide-lincosamide-streptogramin__vgaALC	macrolide-lincosamide-streptogramin
gb|NP_388442.1|ARO:3004476|vmlR	macrolide-lincosamide-streptogramin__vmlR	macrolide-lincosamide-streptogramin
M80346.gene.p01	macrolide-lincosamide-streptogramin__carA	macrolide-lincosamide-streptogramin
gb|ABX00624.1|ARO:3002881|lmrC	macrolide-lincosamide-streptogramin__lmrC	macrolide-lincosamide-streptogramin
X63451.gene.p01	macrolide-lincosamide-streptogramin__srm(B)	macrolide-lincosamide-streptogramin
M57437.gene.p01	macrolide-lincosamide-streptogramin__tlr(C)	macrolide-lincosamide-streptogramin
AJ249217.gene.p01	macrolide-lincosamide-streptogramin__cfr(A)	macrolide-lincosamide-streptogramin
gb|CDF47262.1|ARO:3004649|cfr(B)	macrolide-lincosamide-streptogramin__cfr(B)	macrolide-lincosamide-streptogramin
gb|CAL84423.1|ARO:3004146|cfrC	macrolide-lincosamide-streptogramin__cfr(C)	macrolide-lincosamide-streptogramin
CP001581.1.gene3143.p01	macrolide-lincosamide-streptogramin__cfr(C)	macrolide-lincosamide-streptogramin
AXY65402.1	macrolide-lincosamide-streptogramin__cfr(D)	macrolide-lincosamide-streptogramin
VXQ21601.1	macrolide-lincosamide-streptogramin__cfr(E)	macrolide-lincosamide-streptogramin
gb|ACX65640.1|ARO:3003907|cipA	macrolide-lincosamide-streptogramin__cipA	macrolide-lincosamide-streptogramin
gb|AGZ55247.1|ARO:3002814|clbA	macrolide-lincosamide-streptogramin__clbA	macrolide-lincosamide-streptogramin
gb|BAH45481.1|ARO:3002815|clbB	macrolide-lincosamide-streptogramin__clbB	macrolide-lincosamide-streptogramin
gb|BAD63613.1|ARO:3002816|clbC	macrolide-lincosamide-streptogramin__clbC	macrolide-lincosamide-streptogramin
gb|AIX48090.1|ARO:3004599|clcD	macrolide-lincosamide-streptogramin__clcD	macrolide-lincosamide-streptogramin
gb|AAC69328.1|ARO:3001265|Erm(30)	macrolide-lincosamide-streptogramin__erm(30)	macrolide-lincosamide-streptogramin
AF079138.1.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(31)	macrolide-lincosamide-streptogramin
gb|CAB37345.2|ARO:3004592|erm(32)	macrolide-lincosamide-streptogramin__erm(32)	macrolide-lincosamide-streptogramin
AJ313523.1.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(33)	macrolide-lincosamide-streptogramin
AY234334.1.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(34)	macrolide-lincosamide-streptogramin
AF319779.2.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(35)	macrolide-lincosamide-streptogramin
AF462611.1.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(36)	macrolide-lincosamide-streptogramin
gb|CCP44758.1|ARO:3000392|Erm(37)	macrolide-lincosamide-streptogramin__erm(37)	macrolide-lincosamide-streptogramin
AY154657.2.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(38)	macrolide-lincosamide-streptogramin
DQ144639.1.orf1.gene.p01	macrolide-lincosamide-streptogramin__erm(38)	macrolide-lincosamide-streptogramin
gi|500047079|ref|WP_011727797.1|	macrolide-lincosamide-streptogramin__erm(38)	macrolide-lincosamide-streptogramin
AY487229.1.gene4.p01	macrolide-lincosamide-streptogramin__erm(39)	macrolide-lincosamide-streptogramin
gb|AAS76623.1|ARO:3004606|erm(40)	macrolide-lincosamide-streptogramin__erm(40)	macrolide-lincosamide-streptogramin
EU177504.2.orf0.gene.p01	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|196127903|gb|ACG70217.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|197112119|gb|ACH43063.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|226876711|gb|ACO89576.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|226876713|gb|ACO89577.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|226876715|gb|ACO89578.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|226876725|gb|ACO89583.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|491252621|ref|WP_005110805.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|501253514|ref|WP_012296532.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|695768805|ref|WP_032691806.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|757526900|ref|WP_042789321.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|870711715|gb|AKP16679.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|870711719|gb|AKP16682.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gi|918624276|ref|WP_052524627.1|	macrolide-lincosamide-streptogramin__erm(41)	macrolide-lincosamide-streptogramin
gb|CBY77552.1|ARO:3003106|Erm(42)	macrolide-lincosamide-streptogramin__erm(42)	macrolide-lincosamide-streptogramin
gb|CCF55073.1|ARO:3003205|Erm(43)	macrolide-lincosamide-streptogramin__erm(43)	macrolide-lincosamide-streptogramin
gb|CDL65151.1|ARO:3003971|erm(44)	macrolide-lincosamide-streptogramin__erm(44)	macrolide-lincosamide-streptogramin
gb|CEJ95855.1|ARO:3004595|erm45	macrolide-lincosamide-streptogramin__erm(45)	macrolide-lincosamide-streptogramin
gb|AJF36617.1|ARO:3004596|erm(46)	macrolide-lincosamide-streptogramin__erm(46)	macrolide-lincosamide-streptogramin
gb|ANZ79476.1|ARO:3003908|Erm(47)	macrolide-lincosamide-streptogramin__erm(47)	macrolide-lincosamide-streptogramin
gb|CZT31773.1|ARO:3004094|Erm(48)	macrolide-lincosamide-streptogramin__erm(48)	macrolide-lincosamide-streptogramin
gb|OPG86592.1|ARO:3004626|Erm(49)	macrolide-lincosamide-streptogramin__erm(49)	macrolide-lincosamide-streptogramin
BBJ25230.1	macrolide-lincosamide-streptogramin__erm(50)	macrolide-lincosamide-streptogramin
P0A0H1	macrolide-lincosamide-streptogramin__erm(A)	macrolide-lincosamide-streptogramin
AF002716.gene.p01	macrolide-lincosamide-streptogramin__erm(A)	macrolide-lincosamide-streptogramin
BAC53825	macrolide-lincosamide-streptogramin__erm(A)	macrolide-lincosamide-streptogramin
gi|519428888|ref|WP_020277967.1|	macrolide-lincosamide-streptogramin__erm(A)	macrolide-lincosamide-streptogramin
M29832.gene.p01	macrolide-lincosamide-streptogramin__erm(D)	macrolide-lincosamide-streptogramin
P45438	macrolide-lincosamide-streptogramin__erm(D)	macrolide-lincosamide-streptogramin
AF242872.1.gene2.p01	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
AAL91930	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|446961536|ref|WP_001038792.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|446961539|ref|WP_001038795.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|488250641|ref|WP_002321849.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|494752321|ref|WP_007487729.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|695273519|ref|WP_032495453.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|752296432|ref|WP_041152457.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
gi|908778004|gb|AKT73197.1|	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
YP_001836040	macrolide-lincosamide-streptogramin__erm(B)	macrolide-lincosamide-streptogramin
NP_040462	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
AAA98228	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
AAC33146	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
AAC45552	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
ACL81266	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
AM180355.1.gene2260.p01	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
CAA70206	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
CAA70207	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
CAA70208	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
CAJ43792	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|157058876|gb|ABV03165.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|353127769|gb|AEQ67361.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|503891942|ref|WP_014125936.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|503924494|ref|WP_014158488.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|544872824|ref|WP_021286044.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
gi|700659240|gb|AIU96746.1|	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
NC_007209.3523503.p01	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
NC_007792.3912746.p01	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
NC_010686.6295746.p01	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
P13978	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
V01278.gene.p01	macrolide-lincosamide-streptogramin__erm(C)	macrolide-lincosamide-streptogramin
Q04720	macrolide-lincosamide-streptogramin__erm(D)	macrolide-lincosamide-streptogramin
P07287	macrolide-lincosamide-streptogramin__erm(E)	macrolide-lincosamide-streptogramin
1112175A	macrolide-lincosamide-streptogramin__erm(E)	macrolide-lincosamide-streptogramin
AAA26492	macrolide-lincosamide-streptogramin__erm(E)	macrolide-lincosamide-streptogramin
YP_002201843	macrolide-lincosamide-streptogramin__erm(E)	macrolide-lincosamide-streptogramin
M14730.gene.p01	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
AAA27431	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
CAC47934	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
gi|7715978|gb|AAF68230.1|AF203972_3	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
Q02607	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
ZP_04055482	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
ZP_04543635	macrolide-lincosamide-streptogramin__erm(F)	macrolide-lincosamide-streptogramin
AAC37034	macrolide-lincosamide-streptogramin__erm(G)	macrolide-lincosamide-streptogramin
CAD89787	macrolide-lincosamide-streptogramin__erm(G)	macrolide-lincosamide-streptogramin
M15332.gene.p01	macrolide-lincosamide-streptogramin__erm(G)	macrolide-lincosamide-streptogramin
P13079	macrolide-lincosamide-streptogramin__erm(H)	macrolide-lincosamide-streptogramin
gb|WP_010896559.1|ARO:3004643|Erm(K)	macrolide-lincosamide-streptogramin__erm(K)	macrolide-lincosamide-streptogramin
CAA66307	macrolide-lincosamide-streptogramin__erm(N)	macrolide-lincosamide-streptogramin
AJ223970.1.gene1.p01	macrolide-lincosamide-streptogramin__erm(O)	macrolide-lincosamide-streptogramin
1815179A	macrolide-lincosamide-streptogramin__erm(O)	macrolide-lincosamide-streptogramin
NP_630197	macrolide-lincosamide-streptogramin__erm(O)	macrolide-lincosamide-streptogramin
AAA26779	macrolide-lincosamide-streptogramin__erm(O)-lrm	macrolide-lincosamide-streptogramin
L22689.1.gene1.p01	macrolide-lincosamide-streptogramin__erm(Q)	macrolide-lincosamide-streptogramin
AAA22075	macrolide-lincosamide-streptogramin__erm(R)	macrolide-lincosamide-streptogramin
P45439	macrolide-lincosamide-streptogramin__erm(S)	macrolide-lincosamide-streptogramin
M64090.gene.p01	macrolide-lincosamide-streptogramin__erm(T)	macrolide-lincosamide-streptogramin
AAX84025	macrolide-lincosamide-streptogramin__erm(T)	macrolide-lincosamide-streptogramin
NP_862543	macrolide-lincosamide-streptogramin__erm(T)	macrolide-lincosamide-streptogramin
gb|CAA44667.1|ARO:3001305|ErmU	macrolide-lincosamide-streptogramin__erm(U)	macrolide-lincosamide-streptogramin
AAB51440	macrolide-lincosamide-streptogramin__erm(V)	macrolide-lincosamide-streptogramin
P43433	macrolide-lincosamide-streptogramin__erm(W)	macrolide-lincosamide-streptogramin
M36726.gene.p01	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
AAK28907	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
ABG26481	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
CAO72212	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
gi|1028086520|ref|WP_063844894.1|	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
gi|188593342|emb|CAO72206.1|	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
gi|188593355|emb|CAO72215.1|	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
gi|695257004|ref|WP_032488331.1|	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
gi|705414424|ref|WP_033502017.1|	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
NP_940746	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
YP_251227	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
ZP_03917649	macrolide-lincosamide-streptogramin__erm(X)	macrolide-lincosamide-streptogramin
BAD86539	macrolide-lincosamide-streptogramin__erm(Y)	macrolide-lincosamide-streptogramin
gb|CAM96571.1|ARO:3004605|ermZ	macrolide-lincosamide-streptogramin__erm(Z)	macrolide-lincosamide-streptogramin
gb|AEO25219.1|ARO:3004651|lin	macrolide-lincosamide-streptogramin__lin	macrolide-lincosamide-streptogramin
gb|ABG65740.1|ARO:3002879|linG	macrolide-lincosamide-streptogramin__linG	macrolide-lincosamide-streptogramin
gb|APB03216.1|ARO:3003982|LlmA	macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase	macrolide-lincosamide-streptogramin
ZP_03589930	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
AAB23456	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
ABX00620	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|1007411670|gb|AMQ72759.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|1030030526|gb|ANF35167.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|1036324608|gb|OAZ67878.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|1044618389|gb|OCB92939.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|307604997|emb|CBI41368.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|371566923|emb|CCF03773.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|384930133|gb|AFI26811.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|393806119|gb|EJD67473.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|494883168|ref|WP_007609218.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|498485855|ref|WP_010787543.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|503878543|ref|WP_014112537.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|504288593|ref|WP_014475695.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|542004148|gb|ERH50104.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|566055109|gb|AHC40857.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|631799622|gb|AHZ14287.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gi|695815041|ref|WP_032728901.1|	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
O35018	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
YP_001419928	macrolide-lincosamide-streptogramin__lmrB	macrolide-lincosamide-streptogramin
gb|AYV52072.1|ARO:3002882|lmrD	macrolide-lincosamide-streptogramin__lmrD	macrolide-lincosamide-streptogramin
M14039.gene.p01	macrolide-lincosamide-streptogramin__lnu(A)	macrolide-lincosamide-streptogramin
AAS50177	macrolide-lincosamide-streptogramin__lnu(A)	macrolide-lincosamide-streptogramin
