Seq.ID	Subtype	Type
gi|686149587|ref|WP_031783560.1|	mecA	beta-lactam
gi|686149752|ref|WP_031783696.1|	mecA	beta-lactam
gi|686195077|ref|WP_031806544.1|	mecA	beta-lactam
gi|686196719|ref|WP_031807381.1|	mecA	beta-lactam
gi|686288520|ref|WP_031860875.1|	mecA	beta-lactam
gi|686291256|ref|WP_031861724.1|	mecA	beta-lactam
gi|686316946|ref|WP_031873770.1|	mecA	beta-lactam
gi|686322767|ref|WP_031876626.1|	mecA	beta-lactam
gi|686330880|ref|WP_031879536.1|	mecA	beta-lactam
gi|686333344|ref|WP_031880881.1|	mecA	beta-lactam
gi|686337277|ref|WP_031882888.1|	mecA	beta-lactam
gi|686378751|ref|WP_031899128.1|	mecA	beta-lactam
gi|686392085|ref|WP_031906491.1|	mecA	beta-lactam
gi|686392252|ref|WP_031906577.1|	mecA	beta-lactam
gi|686404991|ref|WP_031911502.1|	mecA	beta-lactam
gi|727740855|ref|WP_033857946.1|	mecA	beta-lactam
gi|727743592|ref|WP_033859381.1|	mecA	beta-lactam
gi|814562231|ref|WP_046377063.1|	mecA	beta-lactam
gi|909708119|ref|WP_049951317.1|	mecA	beta-lactam
gi|916173892|ref|WP_050962515.1|	mecA	beta-lactam
gi|916178436|ref|WP_050963182.1|	mecA	beta-lactam
gi|916178542|ref|WP_050963202.1|	mecA	beta-lactam
gi|928780991|ref|WP_053862229.1|	mecA	beta-lactam
P07944	mecA	beta-lactam
gb|BAI83385.1|ARO:3003440|mecB	mecB	beta-lactam
gb|CCC86795.1|ARO:3001209|mecC	mecC	beta-lactam
KC601653.1.gene1.p01	mecC	beta-lactam
gb|AQX82857.1|ARO:3004185|mecD	mecD	beta-lactam
gb|AAP82271|ARO:3004123|Burkholderia	Burkholderia pseudomallei Omp38	beta-lactam
gb|CAA09666.1|ARO:3004122|Klebsiella	Klebsiella pneumoniae OmpK37	beta-lactam
gb|ALV80601.1|ARO:3003801|bcr-1	bcr-1	bicyclomycin
gi|353127797|gb|AEQ67379.1|	bleomycin resistance protein	bleomycin
NC_002758.1119995.p01	bleomycin resistance protein	bleomycin
gi|1016525167|ref|WP_063102497.1|	bleomycin resistance protein	bleomycin
gi|1036907773|ref|WP_064732565.1|	bleomycin resistance protein	bleomycin
gi|1043031651|ref|WP_065315223.1|	bleomycin resistance protein	bleomycin
gi|194709354|gb|ACF88577.1|	bleomycin resistance protein	bleomycin
gi|452754543|emb|CCP89775.1|	bleomycin resistance protein	bleomycin
gi|582371757|gb|EVW66658.1|	bleomycin resistance protein	bleomycin
GQ149347.1.gene3.p1	bleomycin resistance protein	bleomycin
gb|AGH88989.1|ARO:3001205|determinant	bleomycin resistance protein	bleomycin
M58472.1.gene1.p01	Agrobacterium fabrum chloramphenicol acetyltransferase	chloramphenicol
AY238971.1.gene2.p01	Bacillus clausii chloramphenicol acetyltransferase	chloramphenicol
K00544.gene.p01	Bacillus pumilus cat86	chloramphenicol
M35190.gene.p01	Campylobacter coli chloramphenicol acetyltransferase	chloramphenicol
YP_001144149	Campylobacter coli chloramphenicol acetyltransferase	chloramphenicol
M11587.1.gene1.p1	catA4	chloramphenicol
YP_002150494	catA4	chloramphenicol
YP_001429537	catA8	chloramphenicol
M58515.1.gene2.p01	catA8	chloramphenicol
M90091.1.gene2.p01	catA8	chloramphenicol
gb|CAI47810.1|ARO:3003110|catB10	catB10	chloramphenicol
gb|AID93387.1|ARO:3004660|catB11	catB11	chloramphenicol
gi|499386493|ref|WP_011073960.1|	catB11	chloramphenicol
AY232670.1.gene3.p01	catB2	chloramphenicol
AF047479.2.gene11.p01	catB2	chloramphenicol
AY259086.1.gene4.p01	catB3	chloramphenicol
ABC69169	catB3	chloramphenicol
ABF20240	catB3	chloramphenicol
ABP35557	catB3	chloramphenicol
ACA48664	catB3	chloramphenicol
ACD03314	catB3	chloramphenicol
AF445082.1.gene5.p01	catB3	chloramphenicol
AJ009818.1.gene3.p01	catB3	chloramphenicol
CAP74085	catB3	chloramphenicol
AY123251.gene2.p01	catB8	chloramphenicol
AAS89471	catB8	chloramphenicol
ABD04054	catB8	chloramphenicol
AF418284.1.gene3.p01	catB8	chloramphenicol
FJ460181.2.gene2.p01	catB8	chloramphenicol
X82455.1.gene1.p01	catB8	chloramphenicol
AF462019.1.gene1.p01	catB9	chloramphenicol
ZP_01950974	catB9	chloramphenicol
ZP_04417104	catB9	chloramphenicol
AF226276.1.gene3.p01	catD	chloramphenicol
X15100.gene.p01	catD	chloramphenicol
NC_010558.1.6276004.p01	catI	chloramphenicol
AAS87172	catI	chloramphenicol
AF326777.3.gene18.p01	catI	chloramphenicol
BX664015.1.gene104.p01	catI	chloramphenicol
CAA67774	catI	chloramphenicol
P58777	catI	chloramphenicol
X53797.1.gene1.p01	catII	chloramphenicol
AB082569.2.gene1.p01	catII	chloramphenicol
X53796.1.gene1.p01	catII from Escherichia coli K-12	chloramphenicol
CAD57199	catII from Escherichia coli K-12	chloramphenicol
YP_001966224	catII from Escherichia coli K-12	chloramphenicol
P00484	catIII	chloramphenicol
1CIA	catIII	chloramphenicol
1QCA	catIII	chloramphenicol
AJ249249.1.gene5.p01	catIII	chloramphenicol
M55620.gene.p01	catQ	chloramphenicol
X74948.gene.p01	catS	chloramphenicol
gb|APB03217.1|ARO:3003983|CatU	CatU	chloramphenicol
gb|ATL63235.1|ARO:3004357|catV	catV	chloramphenicol
M93113.gene.p01	Clostridium butyricum catB	chloramphenicol
gi|505206451|ref|WP_015393553.1|	Clostridium butyricum catB	chloramphenicol
YP_001310303	Clostridium butyricum catB	chloramphenicol
U83488.1.gene4.p01	Enterococcus faecalis chloramphenicol acetyltransferase	chloramphenicol
AY355285.1.gene3.p01	Enterococcus faecium chloramphenicol acetyltransferase	chloramphenicol
M58516.1.gene2.p01	Enterococcus faecium chloramphenicol acetyltransferase	chloramphenicol
U75299.gene.p01	Lactobacillus reuteri cat-TC	chloramphenicol
ACC64523	Lactobacillus reuteri cat-TC	chloramphenicol
NC_010426.6155849.p01	Lactobacillus reuteri cat-TC	chloramphenicol
D16171.1.gene1.p01	plasmid-encoded cat (pp-cat)	chloramphenicol
AJ223604.1.gene5.p01	Pseudomonas aeruginos catB6	chloramphenicol
AF036933.1.gene1.p01	Pseudomonas aeruginos catB7	chloramphenicol
1XAT	Pseudomonas aeruginos catB7	chloramphenicol
CAW29378	Pseudomonas aeruginos catB7	chloramphenicol
YP_002085096	Pseudomonas aeruginos catB7	chloramphenicol
M64281.gene.p01	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
NC_002096.2598307.p01	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X02529.1.gene3.p1	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X02872.1.gene2.p1	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
X60827.1.gene2.p01	Staphylococcus intermedius chloramphenicol acetyltransferase	chloramphenicol
AB080798.1.gene5.p01	Streptococcus suis chloramphenicol acetyltransferase	chloramphenicol
AJ312056.2.gene1.p01	Streptococcus suis chloramphenicol acetyltransferase	chloramphenicol
S48276.1.gene1.p01	Vibrio anguillarum chloramphenicol acetyltransferase	chloramphenicol
gb|AAA26057.1|ARO:3002693|cmlA1	cmlA1	chloramphenicol
gi|487586482|ref|WP_001724981.1|	cmlA1	chloramphenicol
U12338.3.gene8.p01	cmlA1	chloramphenicol
AF156486.gene.p01	cmlA4	chloramphenicol
ACC95408	cmlA4	chloramphenicol
CAI29522	cmlA4	chloramphenicol
CAI43343	cmlA4	chloramphenicol
AY115475.1.gene4.p01	cmlA5	chloramphenicol
ABK51578	cmlA5	chloramphenicol
AF078527.gene.p01	cmlA5	chloramphenicol
AF205943.1.gene13.p01	cmlA5	chloramphenicol
AF458080.1.gene3.p01	cmlA5	chloramphenicol
gi|446289936|ref|WP_000367791.1|	cmlA5	chloramphenicol
YP_001338812	cmlA5	chloramphenicol
AF313472.2.gene8.p01	cmlA6	chloramphenicol
JQ1201	cmlA6	chloramphenicol
gb|ABW91179.1|ARO:3004665|cmlA8	cmlA8	chloramphenicol
AF034958.gene.p01	cmlB	chloramphenicol
AM296481.1.gene2.p01	cmlB1	chloramphenicol
AF015087.1.gene1.p01	cmrA	chloramphenicol
AF024666.2.gene33.p01	cmx	chloramphenicol
gi|2708772|gb|AAB96371.1|	cmx	chloramphenicol
NP_044444	cmx	chloramphenicol
YP_251195	cmx	chloramphenicol
AJ549214.1.gene2.p01	fexA	chloramphenicol
CAJ31068	fexA	chloramphenicol
CAL64024	fexA	chloramphenicol
gi|446633752|ref|WP_000711098.1|	fexA	chloramphenicol
gi|526667488|gb|AGR88919.1|	fexA	chloramphenicol
gi|526667538|gb|AGR88940.1|	fexA	chloramphenicol
gi|543582710|emb|CCU69833.1|	fexA	chloramphenicol
gi|686169996|ref|WP_031795084.1|	fexA	chloramphenicol
gi|800908720|gb|AKA86811.1|	fexA	chloramphenicol
gb|ADI87853.1|ARO:3004666|pexA	pexA	chloramphenicol
AJ487033.2.gene3.p01	Salmonella enterica cmlA	chloramphenicol
X59968.1.gene1.p01	Streptomyces lividans cmlR	chloramphenicol
NP_631702	Streptomyces lividans cmlR	chloramphenicol
U09991.1.gene2.p01	cmlv	chloramphenicol
gb|CAX52582.1|ARO:3003324|Bacillus	Bacillus subtilis mprF	defensin
gb|Q8FW76|ARO:3003772|Brucella	Brucella suis mprF	defensin
gb|ABG86067.1|ARO:3003773|Clostridium	Clostridium perfringens mprF	defensin
gb|CAC99773.1|ARO:3003770|Listeria	Listeria monocytogenes mprF	defensin
gb|AAN00989.1|ARO:3003774|Streptococcus	Streptococcus agalactiae mprF	defensin
gb|AHH86051.1|ARO:3004063|EdeQ	EdeQ	Edeine
JQ768046.1.gene8.p1	facT	factumycin
ACJ64205	floR	florfenicol
YP_232872	floR	florfenicol
AF231986.2.gene2.p01	floR	florfenicol
ACI02892	floR	florfenicol
AF252855.1.gene1.p01	floR	florfenicol
AF261825.2.gene36.p01	floR	florfenicol
AF332662.1.gene1.p01	floR	florfenicol
AJ251806.1.gene1.p01	floR	florfenicol
AJ518835.1.gene6.p01	floR	florfenicol
AM296480.1.gene1.p01	floR	florfenicol
AY034138.1.gene10.p01	floR	florfenicol
gi|1015946103|ref|WP_062896568.1|	floR	florfenicol
gi|1028086691|ref|WP_063845065.1|	floR	florfenicol
gi|1028086699|ref|WP_063845073.1|	floR	florfenicol
gi|1028086745|ref|WP_063845118.1|	floR	florfenicol
gi|446136270|ref|WP_000214125.1|	floR	florfenicol
gi|499772320|ref|WP_011453054.1|	floR	florfenicol
gi|501556594|ref|WP_012561099.1|	floR	florfenicol
gi|504091830|ref|WP_014325824.1|	floR	florfenicol
gi|504199699|ref|WP_014386801.1|	floR	florfenicol
gi|505244440|ref|WP_015431542.1|	floR	florfenicol
gi|665823882|gb|AIF79467.1|	floR	florfenicol
gi|695688999|ref|WP_032634100.1|	floR	florfenicol
gi|730661043|ref|WP_034065992.1|	floR	florfenicol
gi|735677397|ref|WP_034167813.1|	floR	florfenicol
gi|742671409|ref|WP_038977101.1|	floR	florfenicol
gi|742914364|ref|WP_039022044.1|	floR	florfenicol
gi|742921897|ref|WP_039023559.1|	floR	florfenicol
gi|756413181|ref|WP_042632564.1|	floR	florfenicol
gi|823643988|ref|WP_047089003.1|	floR	florfenicol
gi|912606789|ref|WP_050194976.1|	floR	florfenicol
gi|915984930|ref|WP_050946607.1|	floR	florfenicol
gi|916019027|ref|WP_050949501.1|	floR	florfenicol
gi|916179128|ref|WP_050963390.1|	floR	florfenicol
gi|955473245|ref|WP_058100717.1|	floR	florfenicol
YP_002894387	floR	florfenicol
D37826.1.gene1.p01	pp-flo	florfenicol
gb|ABO11759.2|ARO:3004573|Acinetobacter	Acinetobacter baumannii AbaF	fosfomycin
gb|BAA32493.1|ARO:3000423|FomA	FomA	fosfomycin
gb|BAA32494.1|ARO:3000449|FomB	FomB	fosfomycin
Z33413.1.gene3.p01	FosC	fosfomycin
gb|BAJ10053.1|ARO:3002874|FosC2	FosC2	fosfomycin
gb|AAG04518.1|ARO:3000149|fosA	FosA	fosfomycin
CP001918.1.gene721.p01	FosA	fosfomycin
gi|1011917687|ref|WP_062729785.1|	FosA	fosfomycin
gi|1016932546|ref|WP_063134996.1|	FosA	fosfomycin
gi|1016936648|ref|WP_063138543.1|	FosA	fosfomycin
gi|1016946750|ref|WP_063148083.1|	FosA	fosfomycin
gi|1016957478|ref|WP_063157530.1|	FosA	fosfomycin
gi|1016958645|ref|WP_063158671.1|	FosA	fosfomycin
gi|1022622951|ref|WP_063401818.1|	FosA	fosfomycin
gi|1022686511|ref|WP_063441687.1|	FosA	fosfomycin
gi|1027677213|ref|WP_063616366.1|	FosA	fosfomycin
gi|1027678438|ref|WP_063617482.1|	FosA	fosfomycin
gi|1027683834|ref|WP_063622660.1|	FosA	fosfomycin
gi|1027725723|ref|WP_063659327.1|	FosA	fosfomycin
gi|1028097496|ref|WP_063854193.1|	FosA	fosfomycin
gi|1028110023|ref|WP_063864426.1|	FosA	fosfomycin
gi|1028114668|ref|WP_063868760.1|	FosA	fosfomycin
gi|1028179820|ref|WP_063926908.1|	FosA	fosfomycin
gi|1028186313|ref|WP_063931684.1|	FosA	fosfomycin
gi|1028199025|ref|WP_063942945.1|	FosA	fosfomycin
gi|1028199993|ref|WP_063943913.1|	FosA	fosfomycin
gi|1028200713|ref|WP_063944593.1|	FosA	fosfomycin
gi|1028214377|ref|WP_063957405.1|	FosA	fosfomycin
gi|365747723|gb|AEW71950.1|	FosA	fosfomycin
gi|388604941|gb|EIM34166.1|	FosA	fosfomycin
gi|493171500|ref|WP_006174178.1|	FosA	fosfomycin
gi|504643387|ref|WP_014830489.1|	FosA	fosfomycin
gi|515953299|ref|WP_017383882.1|	FosA	fosfomycin
gi|550714025|ref|WP_022646914.1|	FosA	fosfomycin
gi|550794834|ref|WP_022650325.1|	FosA	fosfomycin
gi|555089276|gb|ESM32414.1|	FosA	fosfomycin
gi|556304289|ref|WP_023293384.1|	FosA	fosfomycin
gi|556324581|ref|WP_023295855.1|	FosA	fosfomycin
gi|556352075|ref|WP_023299228.1|	FosA	fosfomycin
gi|556388094|ref|WP_023303023.1|	FosA	fosfomycin
gi|556407237|ref|WP_023305374.1|	FosA	fosfomycin
gi|556463523|ref|WP_023315314.1|	FosA	fosfomycin
gi|556472474|ref|WP_023324090.1|	FosA	fosfomycin
gi|556480341|ref|WP_023331921.1|	FosA	fosfomycin
gi|556486615|ref|WP_023334348.1|	FosA	fosfomycin
gi|556497672|ref|WP_023345359.1|	FosA	fosfomycin
gi|692190500|ref|WP_032104356.1|	FosA	fosfomycin
gi|695626268|ref|WP_032608424.1|	FosA	fosfomycin
gi|695666695|ref|WP_032625316.1|	FosA	fosfomycin
gi|695698096|ref|WP_032637598.1|	FosA	fosfomycin
gi|695719629|ref|WP_032647105.1|	FosA	fosfomycin
gi|695723353|ref|WP_032649979.1|	FosA	fosfomycin
gi|695728509|ref|WP_032655098.1|	FosA	fosfomycin
gi|695734495|ref|WP_032660973.1|	FosA	fosfomycin
gi|695734921|ref|WP_032661394.1|	FosA	fosfomycin
gi|695744329|ref|WP_032670628.1|	FosA	fosfomycin
gi|695749601|ref|WP_032675865.1|	FosA	fosfomycin
gi|695753525|ref|WP_032679775.1|	FosA	fosfomycin
gi|695758841|ref|WP_032682056.1|	FosA	fosfomycin
gi|728954031|gb|KHG43314.1|	FosA	fosfomycin
gi|742820036|ref|WP_038981720.1|	FosA	fosfomycin
gi|754494458|ref|WP_041911353.1|	FosA	fosfomycin
gi|770902867|ref|WP_045141656.1|	FosA	fosfomycin
gi|772735103|ref|WP_045307851.1|	FosA	fosfomycin
gi|779803930|ref|WP_045330267.1|	FosA	fosfomycin
gi|779844868|ref|WP_045345962.1|	FosA	fosfomycin
gi|779872998|ref|WP_045357408.1|	FosA	fosfomycin
gi|779957105|ref|WP_045404563.1|	FosA	fosfomycin
gi|782729675|ref|WP_045621742.1|	FosA	fosfomycin
gi|798857835|ref|WP_045894228.1|	FosA	fosfomycin
gi|808680632|emb|CQR79051.1|	FosA	fosfomycin
gi|827010751|ref|WP_047173263.1|	FosA	fosfomycin
gi|836557714|ref|WP_047717274.1|	FosA	fosfomycin
gi|836559198|ref|WP_047718350.1|	FosA	fosfomycin
gi|836579579|ref|WP_047736966.1|	FosA	fosfomycin
gi|836586206|ref|WP_047743480.1|	FosA	fosfomycin
gi|851982447|ref|WP_048241458.1|	FosA	fosfomycin
gi|851997245|ref|WP_048247864.1|	FosA	fosfomycin
gi|895852437|ref|WP_048965578.1|	FosA	fosfomycin
gi|970307692|ref|WP_058677530.1|	FosA	fosfomycin
gi|970319314|ref|WP_058686534.1|	FosA	fosfomycin
gi|975912206|ref|WP_059294105.1|	FosA	fosfomycin
Q56415	FosA	fosfomycin
ACC85616	FosA2	fosfomycin
gb|AEG78825.1|ARO:3002872|FosA3	FosA3	fosfomycin
gb|BAP18892.1|ARO:3003210|FosA4	FosA4	fosfomycin
gb|AJE60855.1|ARO:3003209|FosA5	FosA5	fosfomycin
gb|AMQ12811.1|ARO:3004111|FosA6	FosA6	fosfomycin
gb|KKE03230.1|ARO:3004113|FosA7	FosA7	fosfomycin
NP_831795	FosB	fosfomycin
A0RD31	FosB	fosfomycin
A9VRT9	FosB	fosfomycin
BAC12781	FosB	fosfomycin
gi|1000870986|ref|WP_061130923.1|	FosB	fosfomycin
gi|1000964927|ref|WP_061184277.1|	FosB	fosfomycin
gi|1000987514|ref|WP_061186397.1|	FosB	fosfomycin
gi|1002581018|ref|WP_061401754.1|	FosB	fosfomycin
gi|1005274230|ref|WP_061570074.1|	FosB	fosfomycin
gi|1005280859|ref|WP_061576255.1|	FosB	fosfomycin
gi|1005546621|ref|WP_061651133.1|	FosB	fosfomycin
gi|1005557615|ref|WP_061654778.1|	FosB	fosfomycin
gi|1005586709|ref|WP_061676446.1|	FosB	fosfomycin
gi|1006181649|ref|WP_061740589.1|	FosB	fosfomycin
gi|1006530040|ref|WP_061786473.1|	FosB	fosfomycin
gi|1006562788|ref|WP_061804475.1|	FosB	fosfomycin
gi|1008207798|ref|WP_061862621.1|	FosB	fosfomycin
gi|1008988198|ref|WP_061884085.1|	FosB	fosfomycin
gi|1016514828|ref|WP_063095758.1|	FosB	fosfomycin
gi|1020080687|ref|WP_063217730.1|	FosB	fosfomycin
gi|1020086019|ref|WP_063222774.1|	FosB	fosfomycin
gi|1020138024|ref|WP_063261334.1|	FosB	fosfomycin
gi|1020140806|ref|WP_063263888.1|	FosB	fosfomycin
gi|1024027713|ref|WP_063480104.1|	FosB	fosfomycin
gi|1024403332|gb|ANB85886.1|	FosB	fosfomycin
gi|1024900760|ref|WP_063536149.1|	FosB	fosfomycin
gi|1031795598|ref|WP_064135904.1|	FosB	fosfomycin
gi|1031797052|ref|WP_064137038.1|	FosB	fosfomycin
gi|1031805582|ref|WP_064139604.1|	FosB	fosfomycin
gi|1032347526|ref|WP_064201034.1|	FosB	fosfomycin
gi|1032581707|ref|WP_064213780.1|	FosB	fosfomycin
gi|1032703943|ref|WP_064280492.1|	FosB	fosfomycin
gi|1033168151|ref|WP_064472885.1|	FosB	fosfomycin
gi|1033169662|ref|WP_064474184.1|	FosB	fosfomycin
gi|1039409956|ref|WP_064777813.1|	FosB	fosfomycin
gi|1039475533|ref|WP_064814054.1|	FosB	fosfomycin
gi|1040089791|gb|ANN32109.1|	FosB	fosfomycin
gi|1040980156|ref|WP_065180656.1|	FosB	fosfomycin
gi|1041858977|ref|WP_065223557.1|	FosB	fosfomycin
gi|1043076557|ref|WP_065338388.1|	FosB	fosfomycin
gi|1045410738|ref|WP_065483312.1|	FosB	fosfomycin
gi|1045806185|ref|WP_065521704.1|	FosB	fosfomycin
gi|228616560|gb|EEK73638.1|	FosB	fosfomycin
gi|228656004|gb|EEL11849.1|	FosB	fosfomycin
gi|228704083|gb|EEL56522.1|	FosB	fosfomycin
gi|228737810|gb|EEL88310.1|	FosB	fosfomycin
gi|228838873|gb|EEM84174.1|	FosB	fosfomycin
gi|228847220|gb|EEM92187.1|	FosB	fosfomycin
gi|295127262|gb|EFG56904.1|	FosB	fosfomycin
gi|315276252|gb|EFU39596.1|	FosB	fosfomycin
gi|329315020|gb|AEB89433.1|	FosB	fosfomycin
gi|329730322|gb|EGG66712.1|	FosB	fosfomycin
gi|375375877|gb|EHS79435.1|	FosB	fosfomycin
gi|377709710|gb|EHT33962.1|	FosB	fosfomycin
gi|384387643|gb|AFH85304.1|	FosB	fosfomycin
gi|446160563|ref|WP_000238418.1|	FosB	fosfomycin
gi|446453721|ref|WP_000531576.1|	FosB	fosfomycin
gi|446503350|ref|WP_000581204.1|	FosB	fosfomycin
gi|446834429|ref|WP_000911685.1|	FosB	fosfomycin
gi|446834432|ref|WP_000911688.1|	FosB	fosfomycin
gi|446834433|ref|WP_000911689.1|	FosB	fosfomycin
gi|446834439|ref|WP_000911695.1|	FosB	fosfomycin
gi|446834440|ref|WP_000911696.1|	FosB	fosfomycin
gi|446834441|ref|WP_000911697.1|	FosB	fosfomycin
gi|446834442|ref|WP_000911698.1|	FosB	fosfomycin
gi|446834443|ref|WP_000911699.1|	FosB	fosfomycin
gi|446834445|ref|WP_000911701.1|	FosB	fosfomycin
gi|446834446|ref|WP_000911702.1|	FosB	fosfomycin
gi|446834447|ref|WP_000911703.1|	FosB	fosfomycin
gi|446834448|ref|WP_000911704.1|	FosB	fosfomycin
gi|446842978|ref|WP_000920234.1|	FosB	fosfomycin
gi|446842979|ref|WP_000920235.1|	FosB	fosfomycin
gi|446842980|ref|WP_000920236.1|	FosB	fosfomycin
gi|446842981|ref|WP_000920237.1|	FosB	fosfomycin
gi|446842982|ref|WP_000920238.1|	FosB	fosfomycin
gi|446842984|ref|WP_000920240.1|	FosB	fosfomycin
gi|446861732|ref|WP_000938988.1|	FosB	fosfomycin
gi|446861733|ref|WP_000938989.1|	FosB	fosfomycin
gi|446866504|ref|WP_000943760.1|	FosB	fosfomycin
gi|446866505|ref|WP_000943761.1|	FosB	fosfomycin
gi|446866506|ref|WP_000943762.1|	FosB	fosfomycin
gi|446866507|ref|WP_000943763.1|	FosB	fosfomycin
gi|446866509|ref|WP_000943765.1|	FosB	fosfomycin
gi|446866510|ref|WP_000943766.1|	FosB	fosfomycin
gi|446866511|ref|WP_000943767.1|	FosB	fosfomycin
gi|446866514|ref|WP_000943770.1|	FosB	fosfomycin
gi|446866515|ref|WP_000943771.1|	FosB	fosfomycin
gi|446866517|ref|WP_000943773.1|	FosB	fosfomycin
gi|446866519|ref|WP_000943775.1|	FosB	fosfomycin
gi|446866520|ref|WP_000943776.1|	FosB	fosfomycin
gi|469474703|pdb|4JD1|A	FosB	fosfomycin
gi|487992851|ref|WP_002064996.1|	FosB	fosfomycin
gi|488014663|ref|WP_002086062.1|	FosB	fosfomycin
gi|488018612|ref|WP_002090011.1|	FosB	fosfomycin
gi|488019314|ref|WP_002090713.1|	FosB	fosfomycin
gi|488047172|ref|WP_002118569.1|	FosB	fosfomycin
gi|488055598|ref|WP_002126995.1|	FosB	fosfomycin
gi|488064445|ref|WP_002135842.1|	FosB	fosfomycin
gi|488070002|ref|WP_002141399.1|	FosB	fosfomycin
gi|488077168|ref|WP_002148565.1|	FosB	fosfomycin
gi|488086768|ref|WP_002158165.1|	FosB	fosfomycin
gi|488098115|ref|WP_002169512.1|	FosB	fosfomycin
gi|488100125|ref|WP_002171522.1|	FosB	fosfomycin
gi|488129565|ref|WP_002200773.1|	FosB	fosfomycin
gi|488131070|ref|WP_002202278.1|	FosB	fosfomycin
gi|488321803|ref|WP_002391188.1|	FosB	fosfomycin
gi|488442630|ref|WP_002512015.1|	FosB	fosfomycin
gi|489246926|ref|WP_003155086.1|	FosB	fosfomycin
gi|489264356|ref|WP_003172186.1|	FosB	fosfomycin
gi|489273368|ref|WP_003181080.1|	FosB	fosfomycin
gi|489313815|ref|WP_003221202.1|	FosB	fosfomycin
gi|489341268|ref|WP_003248442.1|	FosB	fosfomycin
gi|489420558|ref|WP_003326305.1|	FosB	fosfomycin
gi|489443058|ref|WP_003348511.1|	FosB	fosfomycin
gi|490352055|ref|WP_004231828.1|	FosB	fosfomycin
gi|493688382|ref|WP_006638452.1|	FosB	fosfomycin
gi|494651195|ref|WP_007409139.1|	FosB	fosfomycin
gi|497275664|ref|WP_009589881.1|	FosB	fosfomycin
gi|500441901|gb|EOP54974.1|	FosB	fosfomycin
gi|503117107|ref|WP_013351799.1|	FosB	fosfomycin
gi|503879936|ref|WP_014113930.1|	FosB	fosfomycin
gi|504070777|ref|WP_014304771.1|	FosB	fosfomycin
gi|504230293|ref|WP_014417395.1|	FosB	fosfomycin
gi|504289832|ref|WP_014476934.1|	FosB	fosfomycin
gi|504292835|ref|WP_014479937.1|	FosB	fosfomycin
gi|504477019|ref|WP_014664121.1|	FosB	fosfomycin
gi|505052452|ref|WP_015239554.1|	FosB	fosfomycin
gi|505196661|ref|WP_015383763.1|	FosB	fosfomycin
gi|506991367|ref|WP_016081961.1|	FosB	fosfomycin
gi|507013637|ref|WP_016088234.1|	FosB	fosfomycin
gi|507022937|ref|WP_016095028.1|	FosB	fosfomycin
gi|507046611|ref|WP_016117648.1|	FosB	fosfomycin
gi|507057247|ref|WP_016128161.1|	FosB	fosfomycin
gi|516294049|ref|WP_017697356.1|	FosB	fosfomycin
gi|516415115|ref|WP_017804513.1|	FosB	fosfomycin
gi|517595259|ref|WP_018765467.1|	FosB	fosfomycin
gi|518299227|ref|WP_019469435.1|	FosB	fosfomycin
gi|521286875|ref|WP_020451143.1|	FosB	fosfomycin
gi|578514366|gb|EUN51140.1|	FosB	fosfomycin
gi|579332137|gb|EUT83038.1|	FosB	fosfomycin
gi|579820845|gb|EUY61455.1|	FosB	fosfomycin
gi|580282056|gb|EVD09060.1|	FosB	fosfomycin
gi|584582122|gb|EWH21472.1|	FosB	fosfomycin
gi|588293043|pdb|4NAY|A	FosB	fosfomycin
gi|588293047|pdb|4NB1|A	FosB	fosfomycin
gi|593027998|gb|EXM43752.1|	FosB	fosfomycin
gi|639243169|ref|WP_024573196.1|	FosB	fosfomycin
gi|639663097|ref|WP_024715931.1|	FosB	fosfomycin
gi|640499744|ref|WP_024937110.1|	FosB	fosfomycin
gi|640689318|ref|WP_025113664.1|	FosB	fosfomycin
gi|640726935|ref|WP_025149946.1|	FosB	fosfomycin
gi|641404834|gb|KDN92842.1|	FosB	fosfomycin
gi|644173554|ref|WP_025284546.1|	FosB	fosfomycin
gi|647145814|ref|WP_025649575.1|	FosB	fosfomycin
gi|651584627|ref|WP_026579806.1|	FosB	fosfomycin
gi|651591740|ref|WP_026586713.1|	FosB	fosfomycin
gi|651597285|ref|WP_026592243.1|	FosB	fosfomycin
gi|652471494|ref|WP_026866214.1|	FosB	fosfomycin
gi|653161779|ref|WP_027410707.1|	FosB	fosfomycin
gi|657157112|gb|AID41023.1|	FosB	fosfomycin
gi|657290186|ref|WP_029377637.1|	FosB	fosfomycin
gi|657291428|ref|WP_029378876.1|	FosB	fosfomycin
gi|657628711|ref|WP_029439419.1|	FosB	fosfomycin
gi|661279466|ref|WP_029973156.1|	FosB	fosfomycin
gi|663079031|gb|AIE79198.1|	FosB	fosfomycin
gi|665898917|ref|WP_031266123.1|	FosB	fosfomycin
gi|665939114|ref|WP_031305161.1|	FosB	fosfomycin
gi|667756880|ref|WP_031378485.1|	FosB	fosfomycin
gi|670458671|ref|WP_031407470.1|	FosB	fosfomycin
gi|670467852|ref|WP_031416589.1|	FosB	fosfomycin
gi|678263223|emb|CDR66934.1|	FosB	fosfomycin
gi|679859930|gb|KFX31740.1|	FosB	fosfomycin
