Tag	SARG.Seq.ID	Type	Subtype	HMM.category	Mechanism.group	Mechanism.subgroup	Mechanism.subgroup2	SARG3.0_F	SARG3.0_L	SARG3.0_S
	gb|CDL65151.1|ARO:3003971|erm(44)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(44)	erm(44)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|CEJ95855.1|ARO:3004595|erm45	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(45)	erm(45)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|AJF36617.1|ARO:3004596|erm(46)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(46)	erm(46)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|ANZ79476.1|ARO:3003908|Erm(47)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(47)	erm(47)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|CZT31773.1|ARO:3004094|Erm(48)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(48)	erm(48)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|OPG86592.1|ARO:3004626|Erm(49)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(49)	erm(49)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	BBJ25230.1	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(50)	erm(50)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P0A0H1	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(A)	erm(A)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AF002716.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(A)	erm(A)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	BAC53825	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(A)	erm(A)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|519428888|ref|WP_020277967.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(A)	erm(A)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	M29832.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(D)	erm(D)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P45438	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(D)	erm(D)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AF242872.1.gene2.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAL91930	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|446961536|ref|WP_001038792.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|446961539|ref|WP_001038795.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|488250641|ref|WP_002321849.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|494752321|ref|WP_007487729.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|695273519|ref|WP_032495453.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|752296432|ref|WP_041152457.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|908778004|gb|AKT73197.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	YP_001836040	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(B)	erm(B)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NP_040462	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAA98228	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAC33146	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAC45552	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	ACL81266	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AM180355.1.gene2260.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAA70206	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAA70207	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAA70208	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAJ43792	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|157058876|gb|ABV03165.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|353127769|gb|AEQ67361.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|503891942|ref|WP_014125936.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|503924494|ref|WP_014158488.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|544872824|ref|WP_021286044.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|700659240|gb|AIU96746.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NC_007209.3523503.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NC_007792.3912746.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NC_010686.6295746.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P13978	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	V01278.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(C)	erm(C)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	Q04720	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(D)	erm(D)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P07287	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(E)	erm(E)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	1112175A	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(E)	erm(E)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAA26492	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(E)	erm(E)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	YP_002201843	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(E)	erm(E)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	M14730.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAA27431	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAC47934	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|7715978|gb|AAF68230.1|AF203972_3	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	Q02607	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	ZP_04055482	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	ZP_04543635	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(F)	erm(F)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAC37034	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(G)	erm(G)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAD89787	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(G)	erm(G)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	M15332.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(G)	erm(G)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P13079	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(H)	erm(H)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|WP_010896559.1|ARO:3004643|Erm(K)	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(K)	erm(K)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAA66307	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(N)	erm(N)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AJ223970.1.gene1.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(O)	erm(O)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	1815179A	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(O)	erm(O)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NP_630197	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(O)	erm(O)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAA26779	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(O)-lrm	erm(O)-lrm	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	L22689.1.gene1.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(Q)	erm(Q)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAA22075	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(R)	erm(R)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P45439	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(S)	erm(S)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	M64090.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(T)	erm(T)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAX84025	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(T)	erm(T)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NP_862543	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(T)	erm(T)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|CAA44667.1|ARO:3001305|ErmU	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(U)	erm(U)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAB51440	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(V)	erm(V)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	P43433	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(W)	erm(W)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	M36726.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	AAK28907	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	ABG26481	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	CAO72212	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|1028086520|ref|WP_063844894.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|188593342|emb|CAO72206.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|188593355|emb|CAO72215.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|695257004|ref|WP_032488331.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gi|705414424|ref|WP_033502017.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	NP_940746	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	YP_251227	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	ZP_03917649	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(X)	erm(X)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	BAD86539	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(Y)	erm(Y)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|CAM96571.1|ARO:3004605|ermZ	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__erm(Z)	erm(Z)	Antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase		Yes	Yes	Yes
	gb|AEO25219.1|ARO:3004651|lin	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lin	lin	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|ABG65740.1|ARO:3002879|linG	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__linG	linG	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|APB03216.1|ARO:3003982|LlmA	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__LlmA 23S ribosomal RNA methyltransferase	LlmA 23S ribosomal RNA methyltransferase	Antibiotic target alteration		MLS_lincosamide	Yes	Yes	Yes
	ZP_03589930	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	AAB23456	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	ABX00620	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|1007411670|gb|AMQ72759.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|1030030526|gb|ANF35167.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|1036324608|gb|OAZ67878.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|1044618389|gb|OCB92939.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|307604997|emb|CBI41368.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|371566923|emb|CCF03773.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|384930133|gb|AFI26811.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|393806119|gb|EJD67473.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|494883168|ref|WP_007609218.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|498485855|ref|WP_010787543.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|503878543|ref|WP_014112537.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|504288593|ref|WP_014475695.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|542004148|gb|ERH50104.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|566055109|gb|AHC40857.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|631799622|gb|AHZ14287.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gi|695815041|ref|WP_032728901.1|	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	O35018	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	YP_001419928	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrB	lmrB	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	gb|AYV52072.1|ARO:3002882|lmrD	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lmrD	lmrD	Efflux pump	ABC family antibiotic efflux pump	MLS_lincosamide	Yes	Yes	Yes
	M14039.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	AAS50177	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	CAJ75666	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	CAJ75672	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	CAL44990	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	CAL44999	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	YP_473355	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	YP_758631	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(A)	lnu(A)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	AF110130.1.orf0.gene.p01	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(B)	lnu(B)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|AAY32951.1|ARO:3002837|lnuC	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(C)	lnu(C)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|ABR14060.1|ARO:3002838|lnuD	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(D)	lnu(D)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|AGT57825|ARO:3003762|lnuE	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(E)	lnu(E)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|CAD91132.1|ARO:3002839|lnuF	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(F)	lnu(F)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|APU52409.1|ARO:3004085|lnuG	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(G)	lnu(G)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	AGC41079.1	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(H)	lnu(H)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	gb|ACS83559.1|ARO:3004601|LnuP	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__lnu(P)	lnu(P)	Enzymatic inactivation	lincosamide nucleotidyltransferase (LNU)	MLS_lincosamide	Yes	Yes	Yes
	AAZ14842	macrolide-lincosamide-streptogramin	macrolide-lincosamide-streptogramin__ere(A)	ere(A)	Enzymatic inactivation	macrolide esterase	MLS_macrolide	Yes	Yes	Yes
